SEASON,EPISODE,SPEAKER,TEXT
3,4,,
3,4,FRANK,"We’ll talk about this later. First, you gotta lead me out of here."
3,4,,INT. BATHROOM - SAME (DAY 1)
3,4,,Dennis and Margaret are passionately making out. Until:
3,4,,
3,4,DENNIS,"Okay. Nice. Yeah. That was nice. We made out. You’re in love with me. Now, let’s get out of this crazy place, and start a life together."
3,4,,She’s confused. She moves in for more kissing.
3,4,,
3,4,DENNIS,No. No more kissing. No more kissing. We did that part. Now you save me. We’re at that part now.
3,4,,She stares at him. She moves in for more kissing.
3,4,,
3,4,DENNIS,"No! You’re not getting it? You don’t understand, do you?"
3,4,,Liam enters.
3,4,,
3,4,LIAM,What’s going on in here?
3,4,,
3,4,DENNIS,Nothing.
3,4,,
3,4,LIAM,"Doesn’t look like nothing. And for the record, I’m into it. Okay, everybody on the roof. It’s time to pay the piper."
3,4,,3311..
3,4,,INT. VENTS - SAME (DAY 1)
3,4,,Frank and Charlie crawl side by side through a tight duct. They are making little progress.
3,4,,
3,4,FRANK,Just go up ahead of me.
3,4,,
3,4,CHARLIE,"I’m not letting you get behind me, Frank. I don’t trust you."
3,4,,
3,4,FRANK,Then I’ll go ahead. You can shout out directions.
3,4,,
3,4,CHARLIE,Then my head will be in your butt. I already played that game today and I came out the winner. I’d like to keep it that way.
3,4,,
3,4,FRANK,Fine. How much further?
3,4,,
3,4,CHARLIE,Just a couple hundred more yards.
3,4,,EXT. ROOF OF BUILDING NEXT DOOR - LATER (DAY 1)
3,4,,"The McPoyles walk Mac, Dee and Dennis to the edge of the roof. They are all pleading to the McPoyles."
3,4,,
3,4,DEE,"Okay, so I’m a McPoyle now, so you’re not gonna kill me right? I’m one of you."
3,4,,
3,4,MAC,"No, she has a syndrome. She is diseased and doesn’t know what she’s saying and she’ll betray you. I won the immunity so you should kill everyone else. Not me."
3,4,,
3,4,DENNIS,"Well, we both won the immunity challenge. So we’re both safe."
3,4,,
3,4,MAC,No. I did all the work. You were in the bathroom getting laid.
3,4,,3322..
3,4,,
3,4,DEE,I like inbreeding. I like tight white underwear on men.
3,4,,
3,4,DENNIS,"Ryan, your sister is in love with me. She’ll be very upset if I die. Please tell them that, Margaret."
3,4,,Margaret licks her lip.
3,4,,
3,4,MAC,Right. That means nothing. Do you want me to help you throw them off the roof?
3,4,,
3,4,RYAN,Everybody on your knees!
3,4,,
3,4,DENNIS,Goddamnit.
3,4,,
3,4,FRANK,"Keep going, I can see daylight."
3,4,,
3,4,CHARLIE,"Alright, alright stop pushing."
3,4,,"Next to them: A metal grate on the wall falls to the ground. Charlie and Frank spill out, oblivious."
3,4,,
3,4,DEE,Charlie and Frank!
3,4,,
3,4,CHARLIE,"Huh? Oh... hey, guys."
3,4,,
3,4,MAC,You came to save us!
3,4,,
3,4,FRANK,Uh... yeah. Okay. That’s what we did.
3,4,,We notice Frank’s gun taped to his back.
3,4,,
3,4,LIAM,Frank. What a delicious surprise.
3,4,,
3,4,FRANK,Liam. Looks like we’ve got ourselves into a bit of a pickle.
3,4,,
3,4,LIAM,Why don’t you join your friends.
3,4,,3333..
3,4,,
3,4,FRANK,I don’t think so.
3,4,,
3,4,LIAM,Really?
3,4,,
3,4,FRANK,Really...
3,4,,"Frank stares at Liam then slowly begins to chuckle. Liam stares back, but then starts to chuckle too. Frank’s chuckle turns into a laugh. Liam starts to laugh. He looks at Ryan, who then starts to laugh too. Mac, Dennis, Dee and Charlie are totally confused. Frank, Liam, and Ryan are all laughing pretty hard now. Suddenly Frank pulls the taped gun from behind his back and starts blasting at the McPoyles while walking toward them."
3,4,,
3,4,FRANK,"Yippy kay yay, Mr. Falcon!!!"
3,4,,Ryan and Liam are startled back to the edge of the roof whilst bullets whiz by them. Frank is firing wildly and hitting nothing. Just as the gun has been unloaded Ryan slips on the edge of the roof and falls off.
3,4,,
3,4,LIAM,RYAN. NOOOOOOOOO!!!
3,4,,Frank and Liam look over the edge and we see: RYAN HOLDING ON FOR DEAR LIFE. Liam grabs his brother’s hand.
3,4,,
3,4,LIAM,I got you. I got you brother.
3,4,,
3,4,FRANK,No you don’t.
3,4,,Frank steps on Ryan’s head. Liam loses his grip. SLOW MOTION: As Ryan falls from the roof a la Hans from Die Hard. MUSIC SWELLS.
3,4,,3344..
3,4,,
3,4,LIAM,Noooooooo.
3,4,,"Ryan lands. It being only about eight feet, he is, of course, fine."
3,4,,
3,4,LIAM,Are you okay?
3,4,,
3,4,RYAN,I think I twisted my ankle.
3,4,,
3,4,LIAM,That’s not so bad.
3,4,,
3,4,RYAN,It’s really not bad. Just climb down the ladder.
3,4,,
3,4,LIAM,See you bitches.
3,4,,
3,4,MAC,Ladder?
3,4,,Liam and Margaret climb down a ladder right next to them. Dee picks up a gun.
3,4,,
3,4,DENNIS,"Shit, she’s got a gun. Look out, she’s one of them now!"
3,4,,
3,4,DEE,"No, I’m not. I just didn’t wanna die. I don’t have Stockholm Syndrome. Hey, this gun is rubber."
3,4,,
3,4,MAC,What?
3,4,,She smacks it on the wall.
3,4,,
3,4,DEE,It’s rubber.
3,4,,
3,4,CHARLIE,Where are the cops?
3,4,,They all run to the edge of the roof. Nothing.
3,4,,
3,4,MAC,What the hell is going on here?!
3,4,,"Liam, Ryan, and Margaret look up from the street."
3,4,,3355..
3,4,,
3,4,RYAN,Revenge! Sweet Revenge!
3,4,,
3,4,LIAM,Nobody messes with the McPoyle’s!
3,4,,They run off down the street.
3,4,,FADE OUT:
,,,
1,7,,22..
1,7,,
1,7,CHARLIE,No.
1,7,,
1,7,MAC,Yes you were.
1,7,,
1,7,CHARLIE,No.
1,7,,
1,7,MAC,Whatta ya mean “no”. We served together.
1,7,,
1,7,CHARLIE,"I didn’t like it, though."
1,7,,Beat.
1,7,,
1,7,MAC,What the hell are you talking about?
1,7,,
1,7,CHARLIE,I didn’t like it.
1,7,,
1,7,MAC,What?
1,7,,
1,7,CHARLIE,I gotta go.
1,7,,Charlie storms out. The gang is left alone in silence. Then:
1,7,,
1,7,DENNIS,Holy shit.
1,7,,Beat.
1,7,,
1,7,DENNIS,Charlie got molested.
1,7,,33..
1,7,,MAIN TITLES
1,7,,Title: “It’s Always Sunny in Philadelphia” Title: “Episode Two” Title: “Charlie Got Molested”
1,7,,44..
1,7,,ACT I
1,7,,FADE IN:
1,7,,INT. DENNIS AND MAC’S APARTMENT - LATER - D/1
1,7,,Sweet Dee and Dennis are discussing their next move. Mac sits in the window sulking a bit.
1,7,,
1,7,DENNIS,The first step is understanding. We need to take a moment and assess.
1,7,,
1,7,SWEET DEE,"No, Dennis, that’s wrong. We can’t allow him to wallow. The first step is acknowledgement."
1,7,,
1,7,MAC,What the hell are you talking about?
1,7,,
1,7,DENNIS,"Excuse me, Mac, but we both took psychology at Penn so I think you should let the grown ups talk now."
1,7,,
1,7,SWEET DEE,We should confront him. Have an intervention. Get a bunch of people together for support.
1,7,,
1,7,DENNIS,"Yeah, that’s a great idea. Let’s tell everybody Charlie knows that he got blown by a gym teacher. Then we’ll throw a little surprise party to celebrate."
1,7,,
1,7,MAC,"Whoa, whoa, whoa. Blown? Who said anything about getting blown?"
1,7,,
1,7,DENNIS,"The article didn’t specify what type of abuse, Mac. It could’ve been anything."
1,7,,
1,7,MAC,You think he got blown?
1,7,,
1,7,DENNIS,I don’t know.
1,7,,55..
1,7,,
1,7,SWEET DEE,"Come on, Dennis, please."
1,7,,
1,7,MAC,Do you honestly think Murray blew these guys?
1,7,,
1,7,DENNIS,Why are you obsessed with the blowing aspect of this?
1,7,,
1,7,MAC,"Well, I know these two brothers that the article was talking about. The McPoyle twins. Ryan and Liam. Their mother wouldn’t bathe them for days so they had this really bad acne. Their hair was always greasy and they smelled like a couple of assholes."
1,7,,
1,7,DENNIS,So what?
1,7,,
1,7,MAC,"Well, if they were getting, you know, touched or fondled or whatever, I can understand. But if Murray was dishing out blow jobs I just don’t get it."
1,7,,
1,7,DENNIS,You don’t get what?
1,7,,
1,7,MAC,A blow job denotes an intimate attention to detail that shows appreciation for another person!
1,7,,
1,7,SWEET DEE,So what?
1,7,,
1,7,MAC,Don’t you get it?! I was in that class too!
1,7,,"Mac charges into his bedroom, clearly upset."
1,7,,
1,7,SWEET DEE,Oh my God.
1,7,,
1,7,DENNIS,Do you think?
1,7,,66..
1,7,,INT. MAC’S BEDROOM - MOMENTS LATER - D/1
1,7,,"Mac is scrounging around his closet like a madman, looking through shoe boxes. Sweet Dee and Dennis come to the door."
1,7,,
1,7,DENNIS,"Um...are you okay, Mac?"
1,7,,
1,7,MAC,"No, I’m not okay!"
1,7,,
1,7,SWEET DEE,Why are you getting so upset?
1,7,,
1,7,MAC,I was with those guys! The cops are asking for more people to come forward! That means there are more guys out there who’ve been blown.
1,7,,
1,7,DENNIS,What are you looking for?
1,7,,
1,7,MAC,"The pictures, I have to find the pictures. I have photographs."
1,7,,
1,7,SWEET DEE,Photographs? Oh my God.
1,7,,
1,7,DENNIS,Are you trying to tell us that... are you saying that... you’re getting so upset because you...got...molested?
1,7,,Mac whips around holding a bunch of photographs. Of himself. When he was a kid.
1,7,,
1,7,MAC,"Look at these. I was a good looking kid! I was fun-loving and outgoing, smart. Was I not good enough for him?! What exactly was this bastard looking for?!"
1,7,,
1,7,SWEET DEE,What?!
1,7,,
1,7,MAC,"If the McPoyles got blown, and Charlie got blown, then why didn’t I get blown?"
1,7,,Beat. Sweet Dee and Dennis stare at Mac. Then:
1,7,,77..
1,7,,
1,7,MAC,"You’re goin’ to hell, Mac."
1,7,,
1,7,SWEET DEE,Seriously.
1,7,,EXT. MCPOYLES’ APARTMENT - LATER - D/1
1,7,,"Charlie stands outside the McPoyles’ apartment, knocking. A voice from inside calls:"
1,7,,
1,7,LIAM,Who is it?
1,7,,
1,7,CHARLIE,"Open the door, McPoyle. We gotta talk."
1,7,,"LIAM MCPOYLE, all six foot, one hundred and twenty pounds of him, answers the door. He’s in a towel."
1,7,,
1,7,LIAM,"Well, hello, Charlie. Long time no see. How’ve you been?"
1,7,,
1,7,CHARLIE,Is your brother here?
1,7,,
1,7,LIAM,Yeah.
1,7,,
1,7,CHARLIE,We need to talk.
1,7,,INT. DENNIS’ CAR - SAME TIME - D/1
1,7,,Dennis and Sweet Dee watch Charlie from across the street.
1,7,,
1,7,DENNIS,This is not good.
1,7,,
1,7,SWEET DEE,"Those are the brothers Mac was talking about, right? Liam and Ryan?"
1,7,,
1,7,DENNIS,Well this confirms it. Charlie definitely got molested.
1,7,,
1,7,SWEET DEE,Maybe we should go in there.
1,7,,88..
1,7,,
1,7,DENNIS,Go in there? You can’t just thrust yourself into the position of caregiver like that.
1,7,,
1,7,SWEET DEE,"Dennis, please, I’m the one that actually majored in psyche. You can keep words like “caregiver” to yourself. I’m not impressed."
1,7,,
1,7,DENNIS,You failed out! I may have a minor but at least I passed all my classes.
1,7,,
1,7,SWEET DEE,Three-fourths of a major is better than a full minor.
1,7,,
1,7,DENNIS,I don’t even know how to respond to that statement.
1,7,,INT. MCPOYLES’ APARTMENT - LATER - D/1
1,7,,"Charlie sits across from Liam, who just stares at him blankly. The guy is just as greasy as he is scary."
1,7,,
1,7,LIAM,Did you want a refreshment of some kind?
1,7,,
1,7,CHARLIE,No. Where’s your brother?
1,7,,
1,7,LIAM,We just stepped out of the shower when you knocked. He’ll be just a minute. So what do you want?
1,7,,
1,7,CHARLIE,I wanna know why you guys are- did you just “we”?
1,7,,
1,7,LIAM,What?
1,7,,
1,7,CHARLIE,Did you say “we just stepped out of the shower.”?
1,7,,
1,7,LIAM,"No I said, “he”."
1,7,,99..
1,7,,Charlie looks at him sitting in a towel. His hair still dripping.
1,7,,
1,7,CHARLIE,"Right. Okay listen, I heard about this Murray thing and it needs to stop right now. You can not go to the police and tell them that he molested you!"
1,7,,
1,7,LIAM,Why not?
1,7,,
1,7,CHARLIE,Because he didn’t molest you!
1,7,,
1,7,LIAM,That’s true. But he was a dick and we never liked him. Now’s our chance to get some revenge. Do you want in?
1,7,,
1,7,CHARLIE,No!
1,7,,
1,7,RYAN,"Oh, I think you do."
1,7,,RYAN MCPOYLE appears in the door frame. Just as creepy as Liam. He holds an aerosol can of FURNITURE POLISH and a rag.
1,7,,
1,7,RYAN,"Hello, Charlie."
1,7,,
1,7,CHARLIE,"Hello, Ryan."
1,7,,Ryan speaks as he begins to dust around the living room.
1,7,,
1,7,RYAN,"I don’t know if you’ve been paying attention to the news recently but there’s millions to be made here, my friend. Oh sure, there’s the classic route of priest molestation but we thought we’d mix it up a bit."
1,7,,
1,7,LIAM,We’re goin’ after the whole damn school board. If you join the team we could probably get together a nice class action deal.
1,7,,1100..
1,7,,
1,7,CHARLIE,I’m not getting involved in this! You’re talking about destroying a good man’s life.
1,7,,Liam explodes. He gets right in Charlie’s face.
1,7,,
1,7,LIAM,"A good man?! Do you like laying in bed crying over what life could’ve been before that monster destroyed it, tugging on your ten year old penis?!"
1,7,,
1,7,RYAN,Someone’s been practicing.
1,7,,
1,7,CHARLIE,"There are people out there who’ve actually been through this kind of thing! There are people who’s lives have been destroyed, and you’re trying to exploit that for your own gain! You assholes are securing your place in hell!"
1,7,,
1,7,RYAN,We’ve thought about that. We’re willing to roll the dice.
1,7,,
1,7,CHARLIE,I won’t let you do it. I’m going to the cops!
1,7,,
1,7,LIAM,"Oh no you won’t, Charlie."
1,7,,
1,7,CHARLIE,Yes I will!
1,7,,
1,7,RYAN,"No, my friend, you will not."
1,7,,
1,7,CHARLIE,And why not?
1,7,,
1,7,LIAM,Because we’ll tell the police that this whole thing was your idea.
1,7,,CUT TO:
1,7,,FLASHBACK
1,7,,1111..
1,7,,INT. CROWDED BAR - NIGHT - N/X
1,7,,"Charlie is surrounded by about seven people, the McPoyles included. He’s wasted."
1,7,,
1,7,CHARLIE,"Hey, you know what we should do? We should tell the cops that fat, dickhead gym teacher we had in grade school molested us and sue the shit out of him!"
1,7,,CUT TO:
1,7,,PRESENT - D/1
1,7,,
1,7,CHARLIE,I was joking!
1,7,,
1,7,LIAM,Really?
1,7,,FLASHBACK
1,7,,INT. CROWDED BAR - NIGHT - N/X
1,7,,We’ve returned to the exact moment in time.
1,7,,
1,7,CHARLIE,I’m not joking! I’m really not! I wouldn’t joke about something like this! I’m gonna do it!
1,7,,CUT TO:
1,7,,PRESENT - D/1
1,7,,
1,7,CHARLIE,Shit.
1,7,,
1,7,RYAN,We’d hate to have to put this whole thing on your shoulders.
1,7,,
1,7,LIAM,"So, you’re just gonna have to keep your mouth shut on this one. You don’t have to join us but if anybody asks you point blank, your ass got molested. Otherwise we’re talking conspiracy charges."
1,7,,1122..
1,7,,
1,7,RYAN,"And prison can be a bad place for someone like you, Charlie. A very bad place."
1,7,,
1,7,CHARLIE,Are you threatening me?
1,7,,
1,7,RYAN,It’s not a threat. It’s a promise.
1,7,,Ryan holds the rag to his own face. He sprays the furniture polish into the rag and takes a deep breath.
1,7,,EXT. MCPOYLES’ APARTMENT - MOMENTS LATER - D/1
1,7,,Dennis and Sweet Dee watch as Charlie comes storming out of the house.
1,7,,
1,7,SWEET DEE,He looks upset.
1,7,,
1,7,DENNIS,Yeah.
1,7,,
1,7,SWEET DEE,"I say we wait for him back at the bar, get ‘em nice and liquored up and tell him we know the truth."
1,7,,
1,7,DENNIS,"I gotta disagree with you again, sis. We need to ease into it."
1,7,,
1,7,SWEET DEE,"Come on, Dennis! If you trigger the patient’s emotional reflex, you paralyze his ability to guard against the truth!"
1,7,,
1,7,DENNIS,Did you memorize that? How long have you been waiting to say that?
1,7,,
1,7,SWEET DEE,Dr. Gainer always talked about seizing every opportunity to-
1,7,,
1,7,DENNIS,Dr. Gainer? That guy was an idiot. And talk about molesters...Jesus.
1,7,,
1,7,SWEET DEE,He didn’t molest me. I had sex with him because I wanted to.
1,7,,((MMOORREE))
1,7,,1133..
1,7,,
1,7,SWEET DEE,And you have no business talking about him like that...all the chicks you’ve molested over the years.
1,7,,
1,7,DENNIS,Don’t do that. Don’t just throw that word around like it’s meaningless. This is serious.
1,7,,
1,7,SWEET DEE,"Fine. We’ll try your passive-aggressive, pussy way, first. Once it fails, then we do it my way."
1,7,,
1,7,DENNIS,Fine.
1,7,,
1,7,,Fine.
1,7,SWEET DEE,Molester.
1,7,,EXT. RECTORY - LATER - D/1
1,7,,"Mac stands outside on a stoop. He checks his breath in his hand. No good. He pops a breath mint as the door opens. Father Christopher Murray (56) donning his collar, answers."
1,7,,
1,7,MAC,Father Murray.
1,7,,
1,7,FATHER MURRAY,Now’s not a good time.
1,7,,
1,7,MAC,I know. That’s why I came.
1,7,,He puts his hand on the priest’s shoulder.
1,7,,INT. RECTORY - LATER - D/1
1,7,,Murray makes himself comfortable on the couch. Mac gets nice and close.
1,7,,
1,7,FATHER MURRAY,"Obviously the church has temporarily suspended my duties until everything can be sorted out, but I’m being told by our lawyers that could take months, even years."
1,7,,1144..
1,7,,
1,7,MAC,Yeah.
1,7,,Mac is barely listening.
1,7,,
1,7,FATHER MURRAY,"And even though we are all confident that the truth will come out, my reputation will be forever tarnished."
1,7,,
1,7,MAC,Uh huh. So do you want some of this wine? You seem tense.
1,7,,
1,7,FATHER MURRAY,That’s for Sunday’s service.
1,7,,"Mac is starting to get frustrated. Murray seems distracted, not interested at all."
1,7,,
1,7,FATHER MURRAY,This is a growing issue for many parishes across the country. Really for Catholics all over the world.
1,7,,
1,7,MAC,Absolutely. Are you hot?
1,7,,Mac unbuttons his shirt down to his chest.
1,7,,
1,7,MAC,You should take off that jacket. Relax a bit.
1,7,,
1,7,FATHER MURRAY,"No, I’m fine. The saddest aspect of this whole affair is that there are actual victims out there who are suffering."
1,7,,
1,7,MAC,"Sure, sure."
1,7,,Mac sits back down next to him. Murray moves over.
1,7,,
1,7,FATHER MURRAY,I’m saddened by these accusations but the sadness pales in comparison to what I feel for those who’ve been hurt. Now is not the time to think of one’s self. Not when so many are suffering.
1,7,,Mac’s pissed. He’s throwing out everything he’s got and getting nothing in return. Who the fuck does this asshole think he is?
1,7,,1155..
1,7,,EXT. RECTORY - LATER - D/1
1,7,,"Mac storms out of the rectory, buttoning up his shirt."
1,7,,
1,7,MAC,Goddamnit.
1,7,,FADE OUT.
1,7,,END OF ACT I
1,7,,1166..
1,7,,ACT II
1,7,,FADE IN:
1,7,,INT. PADDY’S PUB - NEXT DAY - D/2
1,7,,"Dennis and Charlie play pool. Sweet Dee walks over from behind the bar. Dennis is obviously careful, trying to get Charlie to talk, gently."
1,7,,
1,7,DENNIS,"Nice shot, buddy."
1,7,,
1,7,CHARLIE,Thanks.
1,7,,
1,7,DENNIS,"So, uh, what’s been up with you recently? You seem really down about something."
1,7,,
1,7,CHARLIE,"Yeah, I’m just a little distracted is all."
1,7,,
1,7,SWEET DEE,Is that why you ran out of the bar the other day?
1,7,,Dennis shoots Dee a look.
1,7,,
1,7,CHARLIE,"What? Oh...no, I just had things to do."
1,7,,
1,7,DENNIS,"Yeah, yeah, I understand, man. You have responsibilities."
1,7,,
1,7,SWEET DEE,"What are you running from, Charlie?"
1,7,,
1,7,CHARLIE,What?
1,7,,
1,7,DENNIS,"Dee, could you get me a beer, please?"
1,7,,
1,7,SWEET DEE,Get it yourself.
1,7,,
1,7,DENNIS,"I’m playing a game, here."
1,7,,1177..
1,7,,
1,7,SWEET DEE,I think we should all just stop playing games and put our cards on the table.
1,7,,
1,7,DENNIS,I think you should let us finish what we’ve started.
1,7,,
1,7,SWEET DEE,"Well, you’re not doing a very good job. I think maybe it’s time you let me take over."
1,7,,She grabs for his pool cue.
1,7,,
1,7,DENNIS,"No! Dee, stop it."
1,7,,
1,7,SWEET DEE,You stop it.
1,7,,
1,7,CHARLIE,"You know what? I’m thinking I’m gonna take off, actually."
1,7,,
1,7,DENNIS,Oh.
1,7,,
1,7,SWEET DEE,"But, I was thinking we could talk."
1,7,,
1,7,CHARLIE,"I was thinking of having a bit of a “me” day, anyway, so..."
1,7,,
1,7,DENNIS,"Oh. Okay, dude. Maybe later."
1,7,,
1,7,CHARLIE,Yeah. See ya.
1,7,,Charlie walks off and out the back door.
1,7,,
1,7,SWEET DEE,That boy is living with ghosts.
1,7,,
1,7,DENNIS,What the hell is wrong with you?
1,7,,
1,7,SWEET DEE,We need to push him.
1,7,,1188..
1,7,,
1,7,DENNIS,"You’re pushing him away! He knows something’s up, Dee."
1,7,,
1,7,SWEET DEE,Good.
1,7,,Mac enters quietly.
1,7,,
1,7,SWEET DEE,"I’m glad he knows something’s up. Maybe that will accelerate the process, and the healing can begin."
1,7,,
1,7,MAC,"Guys, I have good news! I’ve been reading up on the subject and it turns out that pedophilia isn’t about sex after all! It’s about power! The assailant doesn’t go after the one he finds the most attractive! He goes after the weakest he can find. The predator finds the easiest prey!"
1,7,,They stare at him a beat.
1,7,,
1,7,SWEET DEE,Wow. That is good news.
1,7,,
1,7,DENNIS,"Jesus, Mac, what is wrong with you?"
1,7,,
1,7,MAC,"No, no, no, listen. If Murray was looking for the easiest prey he could find, it wouldn’t have been Charlie. In fact, Murray would’ve stayed as far away from him as possible."
1,7,,
1,7,SWEET DEE,Why?
1,7,,
1,7,MAC,"He was a little psychopath. He had this thing when he got all excited, his face would turn purple and he’d just start biting things. I doubt anyone would’ve put their dick anywhere near him."
1,7,,
1,7,SWEET DEE,What about the McPoyles?
1,7,,1199..
1,7,,
1,7,MAC,"Oh yeah, they were prime real estate. I’m sure Murray went to town on them."
1,7,,
1,7,DENNIS,What are you saying exactly?
1,7,,Mac takes a beat for effect. Then:
1,7,,
1,7,MAC,Charlie didn’t get molested.
1,7,,Dennis and Dee look at each other. They chuckle to themselves.
1,7,,
1,7,MAC,What?
1,7,,
1,7,DENNIS,"Uh...sorry, Mac, but...look we really appreciate the work you seem to have put in, but, I think we’re a little bit more qualified to handle this."
1,7,,
1,7,MAC,"No, I’m serious about this."
1,7,,
1,7,SWEET DEE,I’m sure you are.
1,7,,They laugh at him like a child who just did something cute.
1,7,,
1,7,SWEET DEE,We know what we’re doing. Don’t worry.
1,7,,
1,7,MAC,"Guys, I really think I’m right about this. Charlie didn’t get molested."
1,7,,
1,7,DENNIS,"Sure he didn’t, Mac."
1,7,,
1,7,SWEET DEE,"Okay, Dennis, we tried your method. It, of course, failed miserably. Now it’s my turn."
1,7,,EXT. CHARLIE’S MOM’S HOUSE - DAY - D/2
1,7,,Sweet Dee and Dennis stand outside Charlie’s Mom’s house.
1,7,,2200..
1,7,,
1,7,DENNIS,"You sure about this, Dee?"
1,7,,
1,7,SWEET DEE,"Dennis, trust me."
1,7,,"The door opens. Charlie’s Mom is a sweet, middle aged woman. The blue collar, Irish Catholic answer to a Stepford wife."
1,7,,
1,7,DENNIS,"Hi, Mrs. Kelly."
1,7,,
1,7,CHARLIE’S MOM,"Don’t you look so handsome! And Dee, so beautiful."
1,7,,
1,7,DENNIS,"Thank you, Mrs. Kelly. We’re sorry to just drop by like this but there’s something we need to talk about."
1,7,,
1,7,CHARLIE’S MOM,What?
1,7,,
1,7,SWEET DEE,It’s about Charlie.
1,7,,INT. CHARLIE’S MOM’S HOUSE - LATER - D/2
1,7,,Charlie’s Mom cries into a napkin. Her mascara streams down her face.
1,7,,
1,7,CHARLIE’S MOM,"Oh, I can’t believe this! I just can’t believe it!"
1,7,,"Though, I have to admit, it does explain a lot about him."
1,7,,
1,7,SWEET DEE,We were thinking the same thing.
1,7,,Charlie’s Mom starts to lose it then pulls herself together.
1,7,,
1,7,CHARLIE’S MOM,"Be strong, Bonnie. Be strong for your little gingerbread man. Now’s not the time for an episode."
1,7,,Sweet Dee and Dennis look to each other. An episode?
1,7,,2211..
1,7,,
1,7,DENNIS,Are you okay?
1,7,,
1,7,CHARLIE’S MOM,I’m fine. Whew!
1,7,,She fans at her face and wipes her eyes.
1,7,,
1,7,CHARLIE’S MOM,Okay. What do you need from me?
1,7,,EXT. PHILLY STREET - DAYS LATER - D/3
1,7,,"Charlie walks down the street. He hops up onto his parent’s stoop, knocks on the door and opens it."
1,7,,
1,7,CHARLIE,Hello?!
1,7,,INT. CHARLIE’S MOM HOUSE - D/3
1,7,,He walks in. It’s dark in the hall. Charlie proceeds with caution.
1,7,,
1,7,CHARLIE,Hello? Mom?
1,7,,
1,7,CHARLIE’S MOM,"In here, son."
1,7,,
1,7,CHARLIE,Mom? I got your message. You sounded weird.
1,7,,
1,7,CHARLIE’S MOM,"Come on back, Charlie."
1,7,,Charlie walks towards the living room.
1,7,,
1,7,CHARLIE,Is everything alright??
1,7,,INT. LIVING ROOM - CONTINUOUS - D/3
1,7,,"Charlie rounds the corner to find: His entire family waiting for him. His Mom, Uncle Jack, two young sisters, two old aunts, and his grandmother."
1,7,,
1,7,CHARLIE’S MOM,"Hello, Charlie."
1,7,,2222..
1,7,,
1,7,CHARLIE,Mom? What the hell is going on?
1,7,,
1,7,CHARLIE’S MOM,Well... we all gathered here at the behest of your friends.
1,7,,"She motions to her left. Dennis, Sweet Dee and both McPoyle brothers are in the wings."
1,7,,
1,7,DENNIS,"Hey, bud."
1,7,,
1,7,SWEET DEE,"Hey, Charlie."
1,7,,
1,7,LIAM,"Hello, Charles."
1,7,,
1,7,CHARLIE’S MOM,I...I don’t exactly know how one of these things is supposed to go...uh...We understand there’s been some abuse. Uh...
1,7,,Charlie’s Mom bursts into tears and runs to embrace him.
1,7,,
1,7,CHARLIE’S MOM,"We love you, Charlie! We love you so much!"
1,7,,
1,7,CHARLIE,Oh God.
1,7,,
1,7,CHARLIE’S MOM,We know what happened. We know what that monster did to you and we want you to know that it’s gonna be okay!
1,7,,Charlie looks to his sisters who can’t help but laugh just a little. One of them mouths something to him.
1,7,,
1,7,CHARLIE’S SISTER,Fag.
1,7,,Charlie’s Mom goes to the McPoyles.
1,7,,
1,7,CHARLIE’S MOM,"Now, these boys have been strong enough to admit what’s happened."
1,7,CHARLIE’S MOM,Thank you for that.
1,7,,2233..
1,7,,
1,7,RYAN,"Anything we can do help, ma’am. Anything."
1,7,,
1,7,LIAM,"We just want the truth to come out so that no one else gets hurt. We hope that man goes away for a long, long time. We just want him to pay for what he’s done."
1,7,,He looks to Charlie and smiles.
1,7,,
1,7,LIAM,Prison can be a bad place for someone like him. A very bad place.
1,7,,Sweet Dee takes out an OLD BABY DOLL and hands it to Charlie’s Mom.
1,7,,
1,7,CHARLIE’S MOM,"Now, like I said, we’re sort of new to this whole thing, but your friends here have been helping us out on a couple of key points."
1,7,CHARLIE’S MOM,Now?
1,7,,Sweet Dee nods in the affirmative. The whole family circles around Charlie. Charlie’s Mom holds out the doll.
1,7,,CHARLIE’S MOM (CONT’D)
1,7,CHARLIE’S MOM,"Okay, son. Show us on the doll."
1,7,,
1,7,CHARLIE,Show you what?
1,7,,She pulls down the doll’s undies.
1,7,,
1,7,CHARLIE’S MOM,Where did he touch you?
1,7,,"Charlie looks to the McPoyles. Then to the doll. He’s a little bit reticent. Charlie’s uncle is sweating profusely, enjoying it and mumbling to himself."
1,7,,
1,7,CHARLIE’S UNCLE,Go on. Do it. Do it.
1,7,,Charlie doesn’t move.
1,7,,
1,7,CHARLIE’S MOM,Should I turn it around?
1,7,,2244..
1,7,,"She turns the doll, exposing her round plastic buttocks. Charlie’s sisters are mortified/disgusted/scared."
1,7,,
1,7,RYAN,"Do it, Charlie. It feels good."
1,7,,
1,7,CHARLIE’S UNCLE,"Oh God, do it. Dooooo it."
1,7,,"He extends his finger towards the doll’s anus. His family inches closer to get a good look. Just as Charlie’s finger is about to make contact, the music swells and we:"
1,7,,CUT TO:
1,7,,INT. MCPOYLES’ CAR - LATER - D/3
1,7,,Charlie rides in the McPoyles’ car.
1,7,,
1,7,LIAM,"I think that went well, Charlie. You did a wonderful job."
1,7,,
1,7,CHARLIE,"Yeah, I think so, too."
1,7,,
1,7,RYAN,I really think they bought it.
1,7,,
